Imbalance_Method,Epoch,Train_Loss,Validation_Weighted_F1
WeightedCE,79,0.08717079515713201,0.9070266754298918
Focal,0,0.09158125299383217,0.8579545280518811
Focal,1,0.06684346093048513,0.8776557159019034
Focal,2,0.06026918071151619,0.8805329806409719
Focal,3,0.056103272940701165,0.8813760047907588
Focal,4,0.052022969481390964,0.8815329522103645
Focal,5,0.05101081281638061,0.8924092867506818
Focal,6,0.048118489387799314,0.8824532445892078
Focal,7,0.047444645774511386,0.8990276011376356
Focal,8,0.04350913191397845,0.8909015376592353
Focal,9,0.04249350783008505,0.8720849412484656
Focal,10,0.04367746143851062,0.8617859631797243
Focal,11,0.0407503198202647,0.8889826470422559
Focal,12,0.04062836058437824,0.8887440577568292
Focal,13,0.038701952107145755,0.8849595816445114
Focal,14,0.03914023087110738,0.8943191286435729
Focal,15,0.03810213552132039,0.8908132642917339
Focal,16,0.04335197202966247,0.8927866414950488
Focal,17,0.03702972519775512,0.8916695250318976
Focal,18,0.03574088651319625,0.890792098130155
Focal,19,0.03421682287269915,0.9073063787222769
Focal,20,0.03219097577245303,0.8958032581378668
Focal,21,0.032891650251309634,0.9018743555677055
Focal,22,0.030868074607471346,0.8968956251955853
Focal,23,0.029997387468080287,0.9024881794216462
Focal,24,0.029675173369879033,0.886161521598845
Focal,25,0.030807239974153713,0.9002958385457646
Focal,26,0.029225714373546586,0.8994945089766018
Focal,27,0.028151484862179825,0.90130116428136
Focal,28,0.027705550698799566,0.9058420308369763
Focal,29,0.02773775028484598,0.8887390312348541
Focal,30,0.02723536514480349,0.9008324260527684
Focal,31,0.024684858764193848,0.9060717062494453
Focal,32,0.025445488176610267,0.9075708528727354
Focal,33,0.026759552592280467,0.9020708440117841
Focal,34,0.02656282350735765,0.9074776926679764
Focal,35,0.026339981265523484,0.9025548229414692
Focal,36,0.02644542927368426,0.9108002093179653
Focal,37,0.023536292973800863,0.8983177484386464
Focal,38,0.023009058055271144,0.9024324418594842
Focal,39,0.022428911094042197,0.9091565494009115
Focal,40,0.023165883132400856,0.8974861810171944
Focal,41,0.02082495826204688,0.902494740502975
Focal,42,0.022086736319822744,0.9104547717703122
Focal,43,0.02202953497262698,0.9052996374473076
Focal,44,0.020511617182268644,0.906028155054757
Focal,45,0.019281082327516987,0.9092452763336154
Focal,46,0.02076382450365894,0.9079637969456267
Focal,47,0.019492192436534335,0.904069490964779
Focal,48,0.022431600333886668,0.9104006245945573
Focal,49,0.018578589933229164,0.9023560545911865
Focal,50,0.017728304870846406,0.9063345265887156
Focal,51,0.018604480340079943,0.9060350856307254
Focal,52,0.019853470853569224,0.9086564304666074
Focal,53,0.01747430946914033,0.9092861706622092
Focal,54,0.018493743173935463,0.9008590796006072
Focal,55,0.019491870815432827,0.9014489213136119
Focal,56,0.020995134284431245,0.9126647015691642
Focal,57,0.01904879996395657,0.9000053297767202
Focal,58,0.016285303099618727,0.9076407184725636
Focal,59,0.015500891691362354,0.9128700854055671
Focal,60,0.015412987140991109,0.9121115808306051
Focal,61,0.016494032841595545,0.9086019916635064
Focal,62,0.018467122324886665,0.898086470771125
Focal,63,0.018960590989158397,0.9063045508890873
Focal,64,0.015045928863913451,0.9083882579506168
Focal,65,0.014283966250114247,0.9093513905602241
Focal,66,0.015034651262423312,0.9087671489233308
Focal,67,0.014828887840234478,0.9095338904454091
Focal,68,0.014743026024596373,0.9069876575875544
Focal,69,0.016740179315707843,0.9084682940623865
Focal,70,0.013824983037562228,0.9027309958839758
Focal,71,0.013405820617163685,0.9035616173519189
Focal,72,0.013768451275225257,0.9072187827923693
Focal,73,0.012547004318625574,0.9117017201891681
Focal,74,0.014247365515600418,0.9065994664418784
Focal,75,0.014206931486883213,0.9056898791440829
Focal,76,0.012570021100158632,0.9076739299878184
Focal,77,0.012638546037815616,0.9103311105806017
Focal,78,0.01240119379026894,0.904302892528547
Focal,79,0.012062204126137453,0.9134232472902118
SMOTEENN,0,0.19512654544483304,0.7944650584436254
SMOTEENN,1,0.09580732573857483,0.8468328933222632
SMOTEENN,2,0.07257380121002334,0.8321046181541965
SMOTEENN,3,0.0620362794524088,0.8460781492189609
SMOTEENN,4,0.05298825290483174,0.834511323156712
SMOTEENN,5,0.04734993590461334,0.8655995009555763
SMOTEENN,6,0.041428834585112116,0.862228833716458
SMOTEENN,7,0.03634975186953838,0.8606920730887155
SMOTEENN,8,0.03537928566570681,0.8694021017483552
SMOTEENN,9,0.03246526120484109,0.8524476339018494
SMOTEENN,10,0.029982469815039197,0.8679123011402231
SMOTEENN,11,0.027451479510057972,0.8580444131159791
SMOTEENN,12,0.02571238216417427,0.8576288284288641
SMOTEENN,13,0.024840504596624232,0.8509421623283522
SMOTEENN,14,0.022126052309198216,0.8646925324123266
SMOTEENN,15,0.023651268811048013,0.8664102509586505
SMOTEENN,16,0.02063214683939376,0.867308987700728
SMOTEENN,17,0.01998290626627164,0.8644616656233914
SMOTEENN,18,0.018684330691963784,0.8645176626328717
SMOTEENN,19,0.01821847855544976,0.8659462067486836
SMOTEENN,20,0.01558127508593811,0.8654125674234185
SMOTEENN,21,0.01618206652164147,0.8595400550815803
SMOTEENN,22,0.016980395274461095,0.8705139851176882
SMOTEENN,23,0.0163705402391558,0.8597381035372341
SMOTEENN,24,0.01555952462867507,0.859068449633366
SMOTEENN,25,0.013384343939833343,0.8511156351296189
SMOTEENN,26,0.0139010295629043,0.860735667875898
SMOTEENN,27,0.012677430510015046,0.86362880960804
SMOTEENN,28,0.011427234670547135,0.8681461831463466
SMOTEENN,29,0.011925056370106862,0.8551812144762656
SMOTEENN,30,0.014227390291439906,0.8683799342070999
SMOTEENN,31,0.011904315482209441,0.8687355546152419
SMOTEENN,32,0.00987548072132433,0.8595583265837563
SMOTEENN,33,0.010416944733094326,0.8621156783661778
SMOTEENN,34,0.010597387458111222,0.8631451591208711
SMOTEENN,35,0.010477254339079348,0.8605943546438736
SMOTEENN,36,0.009986499441770534,0.8714707360832777
SMOTEENN,37,0.00884122354117422,0.8582507574339564
SMOTEENN,38,0.011614912031681633,0.869959599248773
SMOTEENN,39,0.008374496044332639,0.8660688422835626
SMOTEENN,40,0.007451393812345049,0.8787362564447481
SMOTEENN,41,0.008307639871865965,0.876053634193551
SMOTEENN,42,0.010914980652236199,0.86519573041921
SMOTEENN,43,0.009224185634907872,0.8614048358517922
SMOTEENN,44,0.008141803312760227,0.8695943106075066
SMOTEENN,45,0.007563043141332869,0.8641132015230999
SMOTEENN,46,0.0092036676578192,0.8671000058884843
SMOTEENN,47,0.006352865248089607,0.8739551977692239
SMOTEENN,48,0.009578188279697291,0.8666272267761973
SMOTEENN,49,0.007193385336928421,0.8757740608128691
SMOTEENN,50,0.008177592022376773,0.8671692475825756
SMOTEENN,51,0.005483648861732202,0.8724447334589314
SMOTEENN,52,0.007529099478571632,0.8745270837397814
SMOTEENN,53,0.006089528330329913,0.8764843048696005
SMOTEENN,54,0.0065651673008992545,0.8712447162058875
SMOTEENN,55,0.006152368793373742,0.8579876152974859
SMOTEENN,56,0.006954041266151343,0.8709852212255547
SMOTEENN,57,0.006015666787246247,0.8698987605643491
SMOTEENN,58,0.0059026385058956075,0.8742212849454977
SMOTEENN,59,0.0064504021254224286,0.8641576583854301
SMOTEENN,60,0.006595559513665058,0.8679332626384543
