Imbalance_Method,Epoch,Train_Loss,Validation_Weighted_F1,AF_F1,SVT_F1,Sinus Brady_F1,Sinus Rhythm_F1
WeightedCE,70,0.0906872668526542,0.9108095014804342,0.9040816326530612,0.556390977443609,0.9708029197080292,0.8545688545688546
WeightedCE,71,0.08833410053081076,0.9069749462328117,0.9003083247687564,0.5899280575539568,0.967623701893708,0.8434343434343434
WeightedCE,72,0.09063968427059516,0.9070427383981289,0.9002610966057442,0.5692307692307692,0.9678202792956891,0.8467153284671532
WeightedCE,73,0.08503693460263836,0.9092688019490752,0.9029227557411273,0.5735294117647058,0.9689592209373098,0.8498168498168498
WeightedCE,74,0.09937614921323011,0.9076672885608584,0.8991507430997877,0.581081081081081,0.9667673716012085,0.8536880290205562
WeightedCE,75,0.08967528220685855,0.9022075511497119,0.894681960375391,0.54421768707483,0.9639584605986561,0.8448275862068966
WeightedCE,76,0.0927990034589885,0.9056271521056987,0.8963001563314226,0.5512820512820513,0.9671532846715328,0.8528301886792453
WeightedCE,77,0.0841152261103123,0.9060884613751377,0.8977685521536066,0.5652173913043478,0.9677811550151976,0.8482587064676617
WeightedCE,78,0.08707878976063409,0.9088826649280543,0.9025906735751296,0.5241379310344828,0.9702850212249848,0.8531645569620253
WeightedCE,79,0.08717079515713201,0.9070266754298918,0.8987603305785123,0.562962962962963,0.9678593086719224,0.8513853904282116
Focal,0,0.09158125299383217,0.8579545280518811,0.8254504504504504,0.42424242424242425,0.959378733572282,0.792147806004619
Focal,1,0.06684346093048513,0.8776557159019034,0.8692913385826772,0.5064935064935064,0.9546302050963331,0.7919621749408984
Focal,2,0.06026918071151619,0.8805329806409719,0.8664879356568365,0.467005076142132,0.9583843329253366,0.8141809290953546
Focal,3,0.056103272940701165,0.8813760047907588,0.8674568965517241,0.42857142857142855,0.9578497251069029,0.8236744759556104
Focal,4,0.052022969481390964,0.8815329522103645,0.8648068669527897,0.4607329842931937,0.9569377990430622,0.8284625158831004
Focal,5,0.05101081281638061,0.8924092867506818,0.8803373748023194,0.4875,0.9613992762364294,0.8385481852315394
Focal,6,0.048118489387799314,0.8824532445892078,0.8602383531960996,0.4343891402714932,0.9654747225647349,0.8315151515151515
Focal,7,0.047444645774511386,0.8990276011376356,0.8880714661061482,0.5086705202312138,0.9667487684729064,0.8427518427518428
Focal,8,0.04350913191397845,0.8909015376592353,0.8808777429467085,0.47513812154696133,0.9631901840490797,0.826362484157161
Focal,9,0.04249350783008505,0.8720849412484656,0.841225626740947,0.39669421487603307,0.9661016949152542,0.8242424242424242
Focal,10,0.04367746143851062,0.8617859631797243,0.817818389491719,0.33557046979865773,0.9689213893967094,0.8276699029126213
Focal,11,0.0407503198202647,0.8889826470422559,0.8654467168998924,0.4225352112676056,0.9694749694749695,0.8496894409937888
Focal,12,0.04062836058437824,0.8887440577568292,0.8794858061060525,0.5411764705882353,0.958819913952059,0.8164705882352942
Focal,13,0.038701952107145755,0.8849595816445114,0.8628099173553719,0.5026178010471204,0.9647630619684082,0.8306264501160093
Focal,14,0.03914023087110738,0.8943191286435729,0.8764769065520945,0.47115384615384615,0.9653073645769933,0.8539325842696629
Focal,15,0.03810213552132039,0.8908132642917339,0.8735262593783494,0.48205128205128206,0.9647201946472019,0.8405438813349815
Focal,16,0.04335197202966247,0.8927866414950488,0.8770799785292539,0.4253393665158371,0.9638258736971184,0.853566958698373
Focal,17,0.03702972519775512,0.8916695250318976,0.877605558524853,0.5280898876404494,0.961916461916462,0.8339307048984468
Focal,18,0.03574088651319625,0.890792098130155,0.8681081081081081,0.44954128440366975,0.9673123486682809,0.853904282115869
Focal,19,0.03421682287269915,0.9073063787222769,0.8992805755395683,0.5771812080536913,0.970873786407767,0.8430609597924773
Focal,20,0.03219097577245303,0.8958032581378668,0.8770622671633848,0.5,0.9679758308157099,0.851010101010101
Focal,21,0.032891650251309634,0.9018743555677055,0.8922594142259415,0.5232558139534884,0.9645909645909646,0.851010101010101
Focal,22,0.030868074607471346,0.8968956251955853,0.8888888888888888,0.5116279069767442,0.9630996309963099,0.8354430379746836
Focal,23,0.029997387468080287,0.9024881794216462,0.8897097625329815,0.5310734463276836,0.9659367396593674,0.8571428571428571
Focal,24,0.029675173369879033,0.886161521598845,0.8583925642427556,0.42677824267782427,0.9708029197080292,0.8478802992518704
Focal,25,0.030807239974153713,0.9002958385457646,0.8847385272145144,0.5136612021857924,0.9655172413793104,0.8606965174129353
Focal,26,0.029225714373546586,0.8994945089766018,0.8898216159496327,0.5146198830409356,0.9625537139349294,0.849009900990099
Focal,27,0.028151484862179825,0.90130116428136,0.8885350318471338,0.5111111111111111,0.9665246500304321,0.8550185873605948
Focal,28,0.027705550698799566,0.9058420308369763,0.8962264150943396,0.5146198830409356,0.9689592209373098,0.8560606060606061
Focal,29,0.02773775028484598,0.8887390312348541,0.8712121212121212,0.4519230769230769,0.9620563035495716,0.8446601941747572
Focal,30,0.02723536514480349,0.9008324260527684,0.8900578642819569,0.5251396648044693,0.9605343047965998,0.8589580686149937
Focal,31,0.024684858764193848,0.9060717062494453,0.893970893970894,0.5308641975308642,0.9696233292831106,0.8593350383631714
Focal,32,0.025445488176610267,0.9075708528727354,0.9015112037519541,0.5590062111801242,0.966686856450636,0.8505747126436781
Focal,33,0.026759552592280467,0.9020708440117841,0.8863879957127545,0.569620253164557,0.9710144927536232,0.8465227817745803
Focal,34,0.02656282350735765,0.9074776926679764,0.8968046097433211,0.5897435897435898,0.9706242350061199,0.849079754601227
Focal,35,0.026339981265523484,0.9025548229414692,0.8932439401753481,0.5189873417721519,0.9650949173300674,0.8520408163265306
Focal,36,0.02644542927368426,0.9108002093179653,0.9030927835051547,0.5641025641025641,0.9707317073170731,0.8560411311053985
Focal,37,0.023536292973800863,0.8983177484386464,0.8890057864281957,0.5168539325842697,0.9610705596107056,0.8470290771175727
Focal,38,0.023009058055271144,0.9024324418594842,0.8919060052219321,0.5521472392638037,0.9660194174757282,0.8477157360406091
Focal,39,0.022428911094042197,0.9091565494009115,0.8993775933609959,0.5641025641025641,0.9688454489920586,0.8600252206809584
Focal,40,0.023165883132400856,0.8974861810171944,0.8821656050955414,0.5348837209302325,0.9648484848484848,0.849009900990099
Focal,41,0.02082495826204688,0.902494740502975,0.890382626680455,0.5287356321839081,0.9653073645769933,0.8571428571428571
Focal,42,0.022086736319822744,0.9104547717703122,0.9025906735751296,0.5793103448275863,0.9680915111378687,0.8586118251928021
Focal,43,0.02202953497262698,0.9052996374473076,0.894681960375391,0.5421686746987951,0.9654754694124773,0.8600770218228498
Focal,44,0.020511617182268644,0.906028155054757,0.897196261682243,0.5789473684210527,0.9646772228989038,0.853904282115869
Focal,45,0.019281082327516987,0.9092452763336154,0.900771208226221,0.5850340136054422,0.9675840978593272,0.8564167725540025
Focal,46,0.02076382450365894,0.9079637969456267,0.9016393442622951,0.5972222222222222,0.9652226967663209,0.8498074454428755
Focal,47,0.019492192436534335,0.904069490964779,0.8984615384615384,0.5641025641025641,0.9654747225647349,0.8396946564885496
Focal,48,0.022431600333886668,0.9104006245945573,0.9038854805725971,0.6231884057971014,0.9659781287970839,0.8527131782945736
Focal,49,0.018578589933229164,0.9023560545911865,0.8919202518363064,0.546583850931677,0.9654754694124773,0.8492462311557789
Focal,50,0.017728304870846406,0.9063345265887156,0.9,0.54421768707483,0.9646341463414634,0.8538754764930114
Focal,51,0.018604480340079943,0.9060350856307254,0.89375,0.5308641975308642,0.9672330097087378,0.8647959183673469
Focal,52,0.019853470853569224,0.9086564304666074,0.8992248062015504,0.5555555555555556,0.9708029197080292,0.854614412136536
Focal,53,0.01747430946914033,0.9092861706622092,0.9020217729393468,0.5857142857142857,0.9708029197080292,0.846441947565543
Focal,54,0.018493743173935463,0.9008590796006072,0.8854003139717426,0.5056179775280899,0.9678202792956891,0.8586118251928021
Focal,55,0.019491870815432827,0.9014489213136119,0.8908803373748023,0.5477707006369427,0.9656019656019657,0.8461538461538461
Focal,56,0.020995134284431245,0.9126647015691642,0.9056410256410257,0.6013986013986014,0.9683698296836983,0.8597168597168597
Focal,57,0.01904879996395657,0.9000053297767202,0.8860625331213566,0.5139664804469274,0.9682151589242054,0.8497536945812808
Focal,58,0.016285303099618727,0.9076407184725636,0.9014803471158754,0.5517241379310345,0.9659367396593674,0.8537859007832899
Focal,59,0.015500891691362354,0.9128700854055671,0.9059481443823081,0.5693430656934306,0.9694749694749695,0.8626943005181347
Focal,60,0.015412987140991109,0.9121115808306051,0.905273937532002,0.5882352941176471,0.9687691365584813,0.8585858585858586
Focal,61,0.016494032841595545,0.9086019916635064,0.9004149377593361,0.5283018867924528,0.9665653495440729,0.8644501278772379
Focal,62,0.018467122324886665,0.898086470771125,0.8908341915550978,0.5093167701863354,0.9606879606879607,0.842911877394636
Focal,63,0.018960590989158397,0.9063045508890873,0.8943514644351465,0.5454545454545454,0.9666059502125076,0.8639200998751561
Focal,64,0.015045928863913451,0.9083882579506168,0.9002583979328166,0.6142857142857143,0.9673123486682809,0.8487928843710292
Focal,65,0.014283966250114247,0.9093513905602241,0.9016393442622951,0.5673758865248227,0.9675840978593272,0.8575063613231552
Focal,66,0.015034651262423312,0.9087671489233308,0.9022245214692188,0.5394736842105263,0.9672727272727273,0.8575096277278562
Focal,67,0.014828887840234478,0.9095338904454091,0.900518134715026,0.5633802816901409,0.9692214846107423,0.8585987261146497
Focal,68,0.014743026024596373,0.9069876575875544,0.9002079002079002,0.5891472868217055,0.9692874692874693,0.8403361344537815
Focal,69,0.016740179315707843,0.9084682940623865,0.9036579082946935,0.5454545454545454,0.966686856450636,0.8523748395378691
Focal,70,0.013824983037562228,0.9027309958839758,0.8924675324675325,0.5277777777777778,0.9683313032886723,0.8468244084682441
Focal,71,0.013405820617163685,0.9035616173519189,0.8961636828644501,0.5390070921985816,0.9701401584399756,0.8365508365508365
Focal,72,0.013768451275225257,0.9072187827923693,0.9022633744855967,0.5323741007194245,0.9688834655277608,0.8459595959595959
Focal,73,0.012547004318625574,0.9117017201891681,0.9061056952283222,0.5416666666666666,0.9696233292831106,0.8593548387096774
Focal,74,0.014247365515600418,0.9065994664418784,0.8983228511530398,0.5194805194805194,0.9666464523953912,0.8592777085927771
Focal,75,0.014206931486883213,0.9056898791440829,0.8981288981288982,0.5915492957746479,0.9660606060606061,0.8446115288220551
Focal,76,0.012570021100158632,0.9076739299878184,0.9005667181865018,0.5793103448275863,0.9640900791235545,0.8560509554140128
Focal,77,0.012638546037815616,0.9103311105806017,0.9047131147540983,0.5864661654135338,0.9696233292831106,0.8480204342273308
Focal,78,0.01240119379026894,0.904302892528547,0.8948453608247423,0.5217391304347826,0.9671132764920828,0.8534370946822308
Focal,79,0.012062204126137453,0.9134232472902118,0.9060092449922958,0.6166666666666667,0.9691096305269533,0.8592964824120602
SMOTEENN,0,0.19512654544483304,0.7944650584436254,0.710172744721689,0.301994301994302,0.9542403904820013,0.7471383975026015
SMOTEENN,1,0.09580732573857483,0.8468328933222632,0.8080924855491329,0.3798449612403101,0.9567336989640464,0.784180790960452
SMOTEENN,2,0.07257380121002334,0.8321046181541965,0.7857142857142857,0.43555555555555553,0.9513513513513514,0.7584745762711864
SMOTEENN,3,0.0620362794524088,0.8460781492189609,0.8127167630057803,0.4474885844748858,0.9551872314303254,0.7606837606837606
SMOTEENN,4,0.05298825290483174,0.834511323156712,0.7914691943127962,0.37735849056603776,0.9515260323159784,0.7662921348314606
SMOTEENN,5,0.04734993590461334,0.8655995009555763,0.8408071748878924,0.4971751412429379,0.959902794653706,0.7850055126791621
SMOTEENN,6,0.041428834585112116,0.862228833716458,0.8354002254791432,0.46632124352331605,0.9585870889159561,0.7867403314917127
SMOTEENN,7,0.03634975186953838,0.8606920730887155,0.834841628959276,0.4742268041237113,0.9560439560439561,0.7833698030634574
SMOTEENN,8,0.03537928566570681,0.8694021017483552,0.8474007825600894,0.46938775510204084,0.960927960927961,0.792368125701459
SMOTEENN,9,0.03246526120484109,0.8524476339018494,0.823327615780446,0.4791666666666667,0.9534180278281912,0.7695652173913043
SMOTEENN,10,0.029982469815039197,0.8679123011402231,0.8440469536053661,0.44878048780487806,0.9581564584596726,0.801377726750861
SMOTEENN,11,0.027451479510057972,0.8580444131159791,0.8372881355932204,0.4787234042553192,0.9501538461538461,0.7733619763694952
SMOTEENN,12,0.02571238216417427,0.8576288284288641,0.8264840182648402,0.4321608040201005,0.9617950272892662,0.7811816192560175
SMOTEENN,13,0.024840504596624232,0.8509421623283522,0.816350028785262,0.41379310344827586,0.9579011592434411,0.7792494481236203
SMOTEENN,14,0.022126052309198216,0.8646925324123266,0.8417508417508418,0.5316455696202531,0.9541062801932367,0.7843137254901961
SMOTEENN,15,0.023651268811048013,0.8664102509586505,0.8436974789915966,0.5333333333333333,0.9590714722052535,0.7785087719298246
SMOTEENN,16,0.02063214683939376,0.867308987700728,0.8500842223469961,0.4842105263157895,0.9527272727272728,0.7883538633818589
SMOTEENN,17,0.01998290626627164,0.8644616656233914,0.8390739695087521,0.44651162790697674,0.9603416717510678,0.7896512935883014
SMOTEENN,18,0.018684330691963784,0.8645176626328717,0.8416901408450704,0.4861878453038674,0.9552058111380145,0.7880794701986755
SMOTEENN,19,0.01821847855544976,0.8659462067486836,0.8415730337078652,0.4888888888888889,0.9601930036188179,0.7857142857142857
SMOTEENN,20,0.01558127508593811,0.8654125674234185,0.8455103179029559,0.4816753926701571,0.9531442663378545,0.788546255506608
SMOTEENN,21,0.01618206652164147,0.8595400550815803,0.8431703204047217,0.5119047619047619,0.9483282674772037,0.7657266811279827
SMOTEENN,22,0.016980395274461095,0.8705139851176882,0.8504724847137298,0.5146198830409356,0.9592705167173252,0.7875417130144605
SMOTEENN,23,0.0163705402391558,0.8597381035372341,0.8368953880764904,0.4648648648648649,0.9530773918342474,0.7802197802197802
SMOTEENN,24,0.01555952462867507,0.859068449633366,0.8378076062639821,0.4918032786885246,0.9523809523809523,0.7712707182320442
SMOTEENN,25,0.013384343939833343,0.8511156351296189,0.8221841052029731,0.46632124352331605,0.9511164755582378,0.7715846994535519
SMOTEENN,26,0.0139010295629043,0.860735667875898,0.8392554991539763,0.5287356321839081,0.950363196125908,0.7759562841530054
SMOTEENN,27,0.012677430510015046,0.86362880960804,0.8435221536735839,0.5027932960893855,0.9536423841059603,0.7789001122334456
SMOTEENN,28,0.011427234670547135,0.8681461831463466,0.849360755975542,0.5168539325842697,0.9541284403669725,0.7871396895787139
SMOTEENN,29,0.011925056370106862,0.8551812144762656,0.8294617563739377,0.4298245614035088,0.9503980404164115,0.7837837837837838
SMOTEENN,30,0.014227390291439906,0.8683799342070999,0.8442945474985947,0.5027322404371585,0.9603365384615384,0.7905405405405406
SMOTEENN,31,0.011904315482209441,0.8687355546152419,0.8474387527839644,0.5056179775280899,0.9570996978851963,0.7909604519774012
SMOTEENN,32,0.00987548072132433,0.8595583265837563,0.8369195922989807,0.4756756756756757,0.95551492992078,0.7722342733188721
